Value1,Value2,Value3,Value4,Value5,Value6,Value7,Value8,Value9,Value10,Value11,Value12,Value13,Value14,Value15,Value16,Value17,Value18,Value19,Value20,Value21,Value22,Value23,Value24,Value25,Value26,Value27,Value28,Value29,Value30,Value31,Value32,Value33,Value34,Value35,Value36,Value37,Value38,Value39,Value40,Value41,Value42,Value43,Value44,Value45,Value46,Value47,Value48,Value49,Value50,Value51,Value52,Value53,Value54,Value55,Value56,Value57,Value58,Value59,Value60,Value61,Value62,Value63,Value64,Value65,Value66,Value67,Value68,Value69,Value70,Value71,Value72,Value73,Value74,Value75,Value76,Value77,Value78,Value79,Value80,Value81,Value82,Value83,Value84,Value85,Value86,Value87,Value88,Value89,Value90,Value91,Value92,Value93,Value94,Value95,Value96,Value97,Value98,Value99,Value100,Value101,Value102,Value103,Value104,Value105,Value106,Value107,Value108,Value109,Value110,Value111,Value112,Value113,Value114,Value115,Value116,Value117,Value118,Value119,Value120
94.79553498,121.7876,119.6991002,106.5063075,105.8890216,98.40389331,121.7876,121.7876,121.7876,121.7876,121.7876,120.2857832,116.7420623,121.7876,100.4858593,109.805215,105.4137865,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,109.0862782,96.59402896,113.6195133,114.6551016,113.3979115,121.7876,121.7876,121.7876,107.6469979,114.2248278,106.1176397,121.7876,107.8467797,114.6855443,121.7876,121.7876,121.7876,109.6012967,121.7876,103.1578721,100.1091416,115.3862724,121.7876,98.1330759,121.7876,121.7876,121.7876,116.4957746,121.7876,96.4371707,118.0128466,121.7876,105.3451761,113.0694339,116.5230875,113.8206533,113.8134666,112.6594157,117.7517816,121.7876,121.7876,121.7876,121.7876,104.3920001,121.7876,115.662651,121.7876,106.2335593,121.7876,114.8512006,114.8959421,97.606102,121.7876,121.7876,121.7876,94.64342784,120.473089,121.7876,121.7876,121.7876,97.48219317,121.7876,99.19903692,121.7876,121.7876,121.7876,115.6772951,121.7876,100.8038274,121.7876,121.7876,121.7876,121.7876,105.8834116,97.62978862,98.49172711,121.7876,121.7876,96.3907633,100.1867093,95.51793309,115.3482418,99.70735709,113.1639568,121.7876,121.7876,121.7876,121.7876,99.36194969,121.7876,104.1690121,121.7876,121.7876,100.6270044,104.9244505
100.620716,118.2471765,116.7862085,121.7876,121.7876,121.7876,121.7876,121.7876,114.1723309,121.7876,121.7876,117.9277136,121.7876,121.7876,104.3566865,119.9113485,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,113.3018388,103.7396721,103.3221737,121.7876,121.7876,121.7876,108.7180269,121.7876,121.7876,121.7876,106.1700873,100.5629005,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,98.51416592,105.4463372,121.7876,115.544641,121.7876,121.7876,102.0138661,121.7876,121.7876,120.8111457,121.7876,121.7876,121.7876,121.7876,99.95125728,121.7876,121.7876,100.6774849,107.548527,102.1973913,101.1254859,109.3823956,121.7876,121.7876,103.4870184,121.7876,112.1759872,121.7876,118.334668,121.7876,121.7876,121.7876,117.3669541,102.9026292,103.6662397,106.1176228,115.7875431,120.4725097,121.7876,108.4578384,104.8002266,121.7876,118.0380891,121.7876,121.4244286,109.1936051,99.0651782,121.7876,102.0290771,121.7876,121.7876,121.1020921,121.7876,119.3061799,121.7876,121.7876,121.7876,110.4243338,107.295822,121.7876,121.7876,114.7724101,121.7876,121.7876,109.0308641,121.7876,121.7876,121.7876,121.7876,98.52576752,113.479412,121.7876,114.9875539,118.7727365,121.7876,121.7876
105.4737428,121.7876,118.7131627,121.7876,114.608591,121.4194862,121.7876,121.7876,121.7876,118.4887853,109.973195,121.7876,116.4946118,121.7876,121.7876,121.7876,112.5294733,111.5661866,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,106.1780651,110.3458442,121.7876,121.7876,121.7876,121.7876,107.611193,121.7876,121.7876,121.7876,121.7876,107.6506585,121.7876,115.4829901,108.5062731,121.7876,121.7876,121.7876,121.7876,121.7876,116.1551524,121.7876,121.7876,102.5228343,102.6218057,115.9093831,107.3051665,121.7876,112.3873816,107.7572768,113.2664959,115.5786863,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,110.1210214,121.7876,121.7876,102.2781044,102.8969328,118.5066073,121.7876,121.7876,121.7876,121.7876,121.7876,106.9508785,121.7876,121.7876,121.7876,121.7876,121.7876,120.6694853,121.7876,108.0828229,113.8175855,121.7876,120.959245,121.7876,119.9302103,106.5973188,104.3252413,121.7876,121.7876,121.7876,121.7876,121.7876,105.439908,121.7876,113.4108204,121.7876,121.7876,121.7876,102.1888323,115.8777556,121.7876,105.1882092,121.7876,121.7876,121.7876,106.4964203,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,111.6030306,121.7876,106.5168768,121.7876,121.7876
70,70,70,70,83.79980766,70,74.13523865,74.68176431,70,70,70,70,85.32564763,70,80.31990401,70,70,85.35945554,73.58347225,85.35912766,70,70,70,70,86.00926104,70,70,70,70,70,82.5110394,70,70,70,78.76839283,70,70,70.53932917,70,70,70,79.52179298,70,70,70,76.23224629,81.09220536,76.19930287,70,70,78.80489241,70.23069614,82.49307945,81.19348126,70,70,70,72.8336844,83.14341692,70,70,70,70,82.20548486,70,75.14789657,70,70,70,70,70,70,70,70,70,82.21724988,70,70,73.08190145,70,70,70,70,84.74781758,83.85822236,70,70,70,70,74.82459618,70,70,70,70,77.31146344,75.12374566,81.03784058,73.65465884,70,86.71213312,70,74.75305852,72.23925442,70,72.59460236,70,70,70,86.46148549,70,70,70,70,76.44454865,70,70,70,77.03120657,70,84.04168066
121.7876,121.7876,121.7876,96.23865369,121.7876,101.1247551,121.7876,121.7876,115.8574132,120.6388034,121.7876,112.8544578,104.8256382,97.04658864,121.7876,121.7876,98.21090741,121.7876,97.90530325,118.8151435,120.7509423,121.7876,121.7876,121.7876,99.72209892,97.48971975,121.7876,107.8507877,121.7876,115.3419615,121.7876,121.7876,114.8018014,97.16015355,97.63201841,113.6713226,100.6768426,110.809981,104.847157,115.8709554,121.7876,116.1743731,121.7876,119.8341087,120.7434767,121.7876,121.7876,107.1121414,120.7180788,121.7876,119.0851302,95.69873215,97.11006575,119.1250143,95.83174076,96.70770412,121.7876,114.9062311,121.7876,121.7876,101.8634003,121.7876,121.7876,121.7876,121.7876,108.7692348,115.0808222,121.7876,115.445863,121.7876,112.2371681,121.7876,96.11408239,121.7876,96.7172827,121.7876,102.1406334,121.7876,121.7876,121.7876,97.2222803,121.7876,105.1533054,121.7876,121.7876,121.7876,121.7876,119.5723126,121.7876,121.7876,121.7876,112.8431659,121.7876,98.18382601,105.2903145,118.916328,121.7876,96.46977982,101.6095317,121.7876,121.7876,121.7876,110.723333,107.1270591,121.7876,121.7876,98.72454438,99.78697494,121.7876,106.438852,121.7876,98.88337849,121.7876,121.7876,101.0331421,109.7829462,121.7876,120.0080814,121.7876,121.7876
121.7876,101.7588595,114.0925397,107.6887461,118.3723006,102.0018439,117.3470367,121.7876,97.55599512,121.7876,121.7876,121.7876,121.7876,118.7439184,106.1781818,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,108.8406161,113.6207986,95.8367298,108.5423215,117.070134,121.7876,121.7876,115.5490248,121.7876,99.18864341,121.7876,118.1865214,110.525881,121.7876,110.648272,105.4103878,121.2945763,121.7876,105.2754779,105.1907542,102.6484269,121.7876,113.5859377,121.7748858,121.7876,97.71966638,119.0513304,121.7876,108.9187891,121.7876,110.385685,121.7876,121.7876,121.7876,101.0197072,121.7876,109.223874,121.7876,118.8596311,101.5893432,121.0967809,121.7876,112.6792247,121.7876,121.7876,121.7876,121.7876,121.7876,119.2094168,121.7876,94.78669787,104.1400283,93.3390303,121.7876,121.7876,103.5247023,99.70957342,104.3328142,117.4119741,120.6810599,101.7278753,108.5802245,112.5514559,121.7876,116.1663981,107.8861973,108.0719983,121.7876,98.24974336,121.7876,121.7876,121.7876,121.7876,121.7876,95.57816955,121.7876,121.7876,102.3090712,121.7876,121.7876,95.73793696,112.1721186,112.4961345,104.5502689,121.7876,116.8952201,110.5785395,96.93712004,121.7876,121.7876,107.5102935,121.7876,121.7876,121.7876,111.2525023,121.7876,98.0123211
70,70,89.21652433,77.85619947,87.26721582,71.52472117,70,70,70,74.40605049,70,70,77.33534259,70,87.65282266,87.03970468,75.6653798,96.76909033,70,70,70,70,72.08202704,95.31500761,79.69820584,70,70,70,70,70,96.94533059,73.49483597,73.82076074,70,95.03321134,70,70,94.37490352,84.80479954,81.44549707,82.66113513,70,87.92927292,70,70,70,80.81681853,70.282301,91.5441108,70,83.06517509,70,79.04459911,70,70,95.06768992,84.11303297,70,95.7987715,80.06330619,70,70,70,70,70,82.94637169,92.78023019,76.89599502,70,70,70,94.53491996,70,96.38223422,86.74816644,70,82.98458613,70,74.78501211,82.30447767,80.02866481,79.4615577,73.8750301,70,95.36824029,83.77327997,79.90030673,70,70,70,72.70329284,79.92788413,70,76.36618969,93.15222214,70,92.5969655,74.12177978,70,70,70,92.37988088,70,97.18969003,90.34677062,82.4201562,70,70,93.76930394,94.72269506,87.91803523,70,77.01010577,80.07974283,70,90.4068559,70.90950335,70,70,78.53874856
70,76.36597626,70,76.99501625,75.25472094,70,70,70,70,70,70,70,70,70,70,70,77.2617011,70,70,70,70,70,75.45273471,70,70,70,71.62327393,70,75.28599215,70,70,70,70,70,70,70,70,70,79.05128709,74.71651113,73.58665676,70,70,70,70,79.02366695,70,72.53233068,70,70,70,70,70,70,70.34449214,70,70,72.57318901,70,79.27888369,70,70,70,70,70,70,70,70,70,70,70,70,70,76.65572278,75.62563159,70,76.97359885,70,70,70,70,70,70,70,74.7694029,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,74.36025943,70,70,70,70,73.78349385,70,70,70,70,70,70,70,70,70,70
71.75117384,70,70,70,71.46452264,70,70,86.62989987,70,78.65247107,70,79.12414585,89.42831851,71.95416688,84.55511163,72.42106983,70,86.1459559,88.81164957,70,70,82.24307098,86.45962454,86.6140344,70,70,90.4349895,70,80.96342605,70,70,70,86.72535379,70,77.45228577,70,70,85.91031639,75.55301656,70,89.63105684,70,70,70,70,70,90.26551541,85.22985132,89.17179513,70,70,70,77.26128063,77.82937717,70,70,70,70,70,90.4584211,70,77.3046512,83.58034944,70,78.54008646,70,87.21423837,87.6066077,70,70,90.80299102,79.54051858,72.40862518,70,90.15206567,70,70,76.87424035,70,70,70,70,78.82374739,77.09435653,81.46423808,70,70,88.01949218,70,70,89.66112795,70,88.24936511,70,70,70,70,87.95248142,71.72517595,70,80.86162165,82.55421075,70,84.91052372,70,70,70,70,83.36161994,70,70,70,70.84372834,70,86.84725813,76.40665614,70,70,70,70
70,78.73269505,70,70,88.88198451,77.99842715,70,70,84.82368858,70,84.85993704,70,92.44501791,87.60632789,80.20873988,70,70,70,82.14766265,86.91154929,70,70,70,70,81.09520067,84.32709185,94.8614304,70,82.3445773,95.36684913,70,71.31102465,93.01604144,94.01868716,71.45330063,76.51925884,70,70,88.69356858,73.90096319,90.75613439,70,93.16210508,81.70639953,79.68563341,70,78.62531418,70,70,70,70,87.5150939,93.24579474,70,83.99670697,70,70,91.3141128,88.99387587,81.84167162,91.13062768,93.12656022,71.89921207,75.25070847,94.79499393,72.92096621,70,75.68794382,83.54253862,91.89305554,74.67081906,70,70.88084095,75.99733417,75.50967589,70,70,70,90.61038653,87.10299373,73.41437091,77.20327477,70,70,78.9974624,70,74.4616225,81.1037338,79.31141993,97.43639822,86.41163033,70,70,70,86.03286104,89.36047649,82.70733864,75.31418211,84.666357,70,70,76.57005263,97.87150493,78.96759261,70,71.630045,70,70,70,79.47334628,95.77332772,81.51366875,78.87342061,70,70,70,93.59168098,70,91.8540657,88.67618699
70,70,70,70,70,70,85.64011164,70,70,70,70,70,70,77.94132212,79.4678273,70,77.62601108,77.43805807,70,70,70,82.87648715,70,70,70,85.17979001,70,80.89434093,70,83.30759952,70,70,70,74.87137001,79.32779203,70,70.90115193,70,86.46780509,70,79.29493404,70,70,81.82394059,70,86.46151985,86.38486835,70,79.59635179,70,70,70,73.69101187,70,70,70,82.92678096,70,70,70,70,85.3392402,70,70,70,70,70,76.18798495,70,77.41191972,75.70886362,70,70,79.24962989,80.81548773,74.03014389,70,70,85.90762659,70,70,70,70,70,70,70,70,73.4718077,70,70,70,73.7657049,70,70,70,70,70,70,70,76.68790286,70,70,70,85.8310425,78.15256231,70,70,75.32317513,70,70,83.64707354,70,70.08406506,70,70,70,70,75.70166148,70,70
83.69289007,70,70,76.00619932,70,70,70,86.68972037,70,91.09315606,70.76037396,70,70,86.08461534,70,70,83.40677638,70,70,95.92931723,89.35560919,70,80.9862237,70,70,91.23498022,70,93.15418528,70,77.72637909,70,85.78688313,70,70,70,70,96.07926383,70,70,92.77591282,70,80.61952752,70,91.04966903,95.27717532,87.66137871,70,86.58056539,71.77627888,70,86.19420483,81.05317095,78.540412,70,87.86553049,70,70,70,72.04820134,70,70,70,70,70,70,71.04183484,92.93150179,90.6193463,87.52067958,86.31477032,70,70,84.52773611,72.18759231,94.2142389,70,70,70,81.28683742,74.79617125,70,70,81.64909725,70,70,82.98925318,77.5239459,70,70,74.3382002,91.24819223,72.74639562,70,70,70,70,80.44868848,70,70,70,74.94675894,70.40491962,70,70,73.89786088,70,70,88.65075583,89.41795096,70,70,78.37195222,70,70,73.69665243,70,78.22329788,90.35766311,70,89.00127034
70,70,70,79.0986058,70,70,70,70,70,70,70,77.8054227,70,70,80.7164249,77.10783992,70,70,77.37230947,70,70,76.87907151,70,70,83.97508788,70,70,70,70,70,70,70,70,70.95599228,81.12415464,70,76.4801835,70,70,74.39805979,70,81.8224329,70,70,70,70,70,70,70,70,70,70,70,80.5584976,70,70,70,70,70,70,70,74.25776111,70,70,80.08445278,70,70,70,70,70,77.07964445,70.51777537,70,70,70,74.74216364,70,81.51259812,73.63862694,70,70,70,70,75.75236904,70,70,70,70,70,82.50229329,70,83.8695006,70,70.62366478,70,70,70,70,70,70,70,70,80.95781791,70,70,70,70,70,72.30163725,73.34149036,70,70,70,70,70,70,75.94792471,70,79.53421993,70
93.56934437,70,91.63904544,70,77.82737566,91.05834031,70,81.58589065,70,70,70,70,70,70,70,70,70.10175141,70,70,70.17025143,70,80.17742453,70,84.99705966,72.27503597,70,70,70,70,84.44736569,70,95.0643936,94.51593817,92.04407,70,70,70,70,97.70636103,84.59503982,88.91251068,75.10228384,70,70,73.67439339,97.62526519,70,70,93.82590328,70,70,88.37618106,70.79870192,81.94984535,70,79.16768726,70,70,70,70,70,73.88802246,76.12164316,71.97486712,90.77123893,76.33524182,95.36092536,70,70,97.01747371,85.71712012,83.29173292,84.04795853,70,87.67134155,70.09108247,96.36679205,92.94301335,70,70,70,70,70,91.66118609,88.67496271,82.45270398,81.80892707,77.44215234,95.87529946,74.95135646,70,70,70,87.91760575,70,70,70,70,70,97.45141782,86.09738957,70,96.70936925,70,70.3889715,87.04274884,96.97765692,96.33567239,70.82602948,70,70,72.30508684,86.52444376,73.53840653,70,72.12246991,85.92903357,70,70,93.69067059
72.51321927,70,70,93.22378145,70,91.94072296,70,70,70,70,95.17817573,74.78123665,70,70,77.64998757,70.08214833,96.38118365,70,70,88.56582881,70.14206931,74.95122539,70,70.26370358,75.72715553,70,79.32628268,83.99570784,98.63376052,78.83640884,89.73860193,74.49042566,70,70,75.92002261,98.58828354,70,82.79222751,70,70,87.98278081,90.57563612,76.40689232,70,72.29209444,70,77.53232701,93.95843916,70,70,70,70,70,70,70,83.75131941,91.6372946,89.25265963,70,89.35923429,91.86028035,96.20202744,70,88.11664609,70,86.89066934,83.99797822,70,96.92572734,86.49171685,84.32363192,70,70,72.08655849,98.37075268,70,82.53682573,97.32986967,70,92.57880856,86.2164442,95.49118478,70,78.96659094,70,70,70.05875509,70,90.35759,70,95.20654634,91.33036927,70,70,70,74.0002651,82.99642649,73.55322562,96.09841617,88.3579651,87.71148569,79.77580318,78.34980479,81.30023365,74.07336099,70,70,87.53756493,97.61698921,79.48264193,70,70,97.59023811,97.34440036,70,94.86730096,80.86934387,84.66529914,83.93823337,71.72248547
70,89.69023447,70,87.75970986,87.34907593,70,90.32388054,71.76730975,75.25933605,78.00665977,70,78.63163022,70,70,87.39116475,70,84.84715887,78.39032895,80.47388461,86.44456188,76.80158061,79.55659796,88.39462286,70,70,70,90.79843068,73.14718779,70,80.25534825,70,70,71.49438949,90.97023442,70,70,70,70,70,70,70,70,72.15686024,77.55159945,83.24953755,70,78.19174823,70,70,70,73.85996963,70,88.79732409,70,82.58198003,70,70,92.18467221,70,70,70,70,70,78.55396634,70,70,70,82.63383141,77.14997274,70,70,70,77.40767796,70,70,70,91.90008717,87.38527915,72.82442947,80.58358364,70,70,70,81.64430543,70,70,70,70,70,70,91.0309514,70,79.13995555,78.41420414,71.03062662,90.19906218,70,77.98485266,91.06869411,73.7262687,73.50438617,70,88.84587276,80.78597735,78.46337907,70,77.10876037,70,70,86.08986392,76.253821,70,79.87614835,70,76.51071203,83.62012127,70,70,91.94488493,77.75002381
70,70,70,70,70,70,83.51311532,70,70,72.36024816,82.47350374,70,88.92465353,70,73.23456653,70,70,70,73.13683811,70,70,70,70,70,77.50496192,70,80.38995845,80.61689885,85.31516206,74.97188841,72.38217129,70,85.99368453,70,70,77.74643358,70.77287907,82.09745506,73.86023522,70,70,80.75212548,77.67130508,70,70,70.96847647,80.40859638,87.74438657,91.59564455,73.2429607,70,85.78790101,70,70,82.61915756,74.64078985,79.54918966,77.66071161,70,78.37305284,70,82.52235959,72.9861505,70.01507941,70,70,74.61722232,88.94648386,70,90.19827338,70,91.40652388,70,70,70,70,70,72.93324571,70,70,73.63126549,73.89885267,90.03880012,70,70,74.28205196,70,70,70,75.22744803,77.94859331,70,75.51198845,70,70,70,76.39503739,83.05485155,70,71.91368088,70,70,70,70,70,70,70,73.97743202,70,70,70,70,70,82.25069564,70,90.87053408,70,87.536318,70,70
71.44883878,70,70,70,85.48045462,72.2394177,70,70,85.41751598,70.11239154,70,87.81021906,70,70,86.56004635,70,70,70,70,76.35033151,84.9889612,78.95958824,70,70,70,70,75.24677128,70,70,70.6730642,70,70,70,84.5896387,70,76.28412223,70,76.61355325,70,70,70,80.38093776,70,89.67996019,70.72988412,77.72477603,86.79982996,70,74.82968526,70,89.29713714,89.50471548,82.30394374,70,70,70,70,70.07914971,70,70,72.34685411,71.82067188,87.83000512,70,70,70,70,80.42515336,70,74.43230473,70,71.01226631,72.53203323,70,70,70,70,70,70,70,70,75.54806394,70,70,70,75.62918136,70,70,70,70,70,70,70,77.48819366,70,70,70,70,70,75.17115418,77.94966791,72.45795477,70,70,70,70,73.37180124,70,70,70,70,70,70,70,73.1001819,70,84.08733301,70,70,86.6313679
121.7876,102.364086,96.17044911,120.3676505,96.27703602,121.7876,111.4597238,111.6090895,118.5273495,114.9798479,121.0070792,120.6494064,117.1022233,121.7876,121.7876,117.4188787,103.0981908,121.7876,109.7846425,96.63916418,121.7876,103.7911305,121.7876,114.2129755,120.9212665,121.7876,114.9297159,107.1692656,109.2466141,101.6953004,115.8849415,111.2322417,121.7876,121.7876,121.7876,121.7876,98.2614124,121.7876,101.6517363,121.7876,121.7876,112.6755568,121.7876,112.3846136,121.7876,94.65080294,121.7876,121.7876,102.774376,121.7876,101.3298852,113.3112728,121.2417144,121.7876,103.102585,121.7876,103.3920941,121.7876,99.14475993,121.7876,121.7876,121.7876,98.84771031,121.7876,106.8786039,113.2842402,121.7876,121.7876,121.7876,121.7876,118.1509672,121.7876,121.7876,116.7978172,118.1648784,121.7876,112.1641484,121.7876,117.3320005,94.97419239,121.7876,121.7876,98.38830666,121.7876,108.1391774,121.7876,121.7876,121.7876,121.7876,104.2741131,117.1103919,103.6209008,109.7192632,121.7876,121.7876,109.7529145,117.9872352,121.7876,119.4090019,103.3286757,118.0278457,121.7876,94.99973293,121.7876,97.80762669,97.76664648,121.7876,101.016929,100.3866737,121.7876,121.7876,101.788359,121.7876,120.6623499,103.9332497,119.3676854,99.07571031,118.8537618,121.7876,101.0771945
75.38632485,70,70,70,74.09864172,75.38105735,70,70,82.07099049,85.87855841,70,70,70,71.39056381,85.03749878,94.27629073,70,86.82858862,70,70,70,88.68630273,90.90426047,79.03497757,70,75.1739237,82.69075796,70,93.45107701,72.40212267,70,77.71883856,71.54121294,70,72.11412607,93.07379317,70,84.11084991,70,93.10427916,76.60307999,70,77.30407192,70,77.99879663,70,70,70,92.72520861,70,74.89540619,83.47481932,74.67488889,70,88.62956178,70,75.73152448,76.43224589,70,70,70,70,70,70,88.73861155,70,93.70644045,70,87.5117209,70,89.09331666,70,86.3754743,70,70,76.08348659,70,70,76.24189048,70,92.93890588,91.04468935,70,85.90499274,92.18993681,82.52668068,70,70,70,72.81025376,70,70,70,72.95057748,79.81223971,70,79.23896412,70,93.5450029,80.40156832,70,70,70,70,70,70,80.92226452,91.52813097,81.76491626,70,70,91.26646567,85.48037595,70,70,88.54453768,70,70.77815364,73.13170606,77.14701489
92.30111965,71.21094697,70,70,70,70,70,70,73.22733196,79.64088918,73.91135497,70,92.84944364,89.79758177,70,70,70,70,70,83.4132797,78.94682129,93.44301975,80.82607513,84.88511082,70,82.97681912,82.74926516,70,82.79906221,71.57530393,70,70,83.35875393,73.3627519,90.3892905,70,75.45991326,70,70,70,70,91.29859128,70,70,84.8986831,78.01194965,80.86846555,70,71.84315624,78.91243392,91.82559181,92.01951009,83.57902531,91.12612417,84.73318319,77.54713979,86.01190495,70,70,70,70,70,91.12347257,86.60850014,81.16368604,91.47731871,70,75.8307732,90.68923657,75.93653483,71.29500912,70.28514927,70,88.2348384,70,89.84580412,70,80.93977592,86.19042649,70,70,79.7922903,70,70,70,78.24387895,73.92296582,70,82.78987997,70,70,80.55138279,70,70,77.9223617,86.15254474,74.94086568,70,76.78985841,79.02853143,91.95647484,70,82.90297555,70,75.7536985,88.3693217,70,70,70,89.56950359,70,70,70,74.03716256,72.21905796,70,75.33835036,70,92.66571036,70
97.71947349,95.63788995,89.78477078,70,85.16776878,97.39531944,92.80847111,78.49499836,75.62877232,70,81.26939602,97.48220093,70,91.17124609,70,71.28776042,98.50605671,83.54946969,70,97.86042718,70,73.59791198,70,91.47283419,70,84.65781197,90.14767906,70,70.74610393,70,95.24310629,74.30133304,70,92.0088386,70,74.54008478,80.83545648,70,77.83502174,70,70,75.11053405,70,70,70,81.52800111,70,70,70,70,70,70,76.76572185,70,70,74.69870695,70,70.88273084,77.21045651,70,84.01861545,70,82.8155241,70,70,92.74326552,89.6069283,77.27788806,97.75727528,70,94.36656755,90.82975776,70,98.51073457,89.7355956,77.4835953,70,70,81.75698084,74.67374395,84.05171812,70,70,85.71003124,94.4145422,70,70,70,70,99.30612719,73.86050988,70,70,95.88699629,86.78929737,81.2653994,70,75.97312608,70,76.3076883,70,93.49739488,77.01352267,91.02896881,70,91.66700778,70,70.9914624,70,70,81.6600018,99.42164369,78.05486397,95.01239726,92.86809768,74.06142614,70,70,92.15921051,70
121.7876,121.7876,121.7876,121.7876,121.7876,118.2387717,121.7876,118.0469206,121.7876,113.2138686,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,116.0538552,112.4735637,121.7876,121.7876,104.6759009,118.9071588,118.8317496,121.7876,103.3239492,112.3198952,116.3365148,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,116.7059878,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,112.6770644,112.881171,110.7799629,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,120.0186097,121.7876,121.7876,112.0088476,121.7876,121.7876,114.2613005,108.6228172,121.7876,121.7876,110.855386,102.2626308,119.901399,121.7876,121.7876,101.9583548,121.7876,105.6376989,121.7876,108.7178548,121.7876,117.922313,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,112.7412741,113.1887085,121.7876,121.7876,121.7114229,121.7876,121.7876,121.7876,121.7876,101.4364898,113.5434931,113.4844957,121.7876,121.7876,121.7876,121.7876,111.1873535,121.7876,121.7876,121.7876,114.5963966,121.7876,121.7876,100.6135063,121.7876,109.5787193,121.7876,121.7876,121.7876,121.7876,109.3303045,119.2985797,121.7876,121.7876,121.7876,121.7876,118.858716,102.9419857,121.7876,121.7876,116.0434722
121.7876,103.6802369,91.10287974,121.7876,107.8306293,121.7876,121.7876,121.7876,111.5982787,105.2880547,121.7876,111.77858,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,102.2680024,100.6752178,95.25785871,106.1478879,90.36757057,90.74011949,121.7876,121.7876,121.7876,121.7876,115.9195453,121.7876,91.5835144,121.7876,105.1822678,95.05831527,121.7876,107.8647784,121.7876,107.9150229,103.066958,121.7876,94.63433807,90.86215723,120.7404094,94.09245041,102.9655673,95.27578584,98.35018624,120.716962,119.2366679,121.7876,121.7876,99.25107242,99.97128645,108.1829836,121.7876,121.7876,121.7876,121.7876,121.7876,121.2231032,121.7876,94.37059655,121.7876,121.7876,121.7876,99.29938873,121.7876,121.7876,121.7876,95.346932,98.48837007,121.7876,121.2967717,121.7876,121.7876,111.2262696,121.7876,121.7195064,110.2134181,96.05955125,121.7876,101.0047714,121.7876,121.7876,121.7876,96.77132858,96.05904616,118.8503861,121.7876,121.7876,121.7876,109.5640946,119.5629644,115.8441729,121.7876,116.6407709,93.5049841,121.7876,112.9846361,103.9573606,117.2522622,121.7876,93.99244024,121.7876,99.79865947,111.7908518,121.7876,108.0226437,116.8323529,121.7876,109.7305276,105.1586953,121.7876,121.7876,90.50888146,106.5232765,90.16051478,98.65228534,121.5531704
101.5376676,111.9529833,121.7876,101.2511073,116.6232365,111.910606,103.3152771,121.7876,121.7876,107.2587407,121.7876,121.7876,99.92947898,121.7876,121.7876,121.7876,120.8832284,121.7876,121.7876,101.6667603,118.299935,121.4472369,113.6377441,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,119.9465361,121.7876,121.7876,121.7876,116.4586389,99.34012603,97.87575021,108.1477928,107.8994874,121.7876,121.7876,121.7876,100.5668546,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,113.5796279,115.4222817,118.3610498,100.4003909,120.451531,121.7876,121.7876,97.17198187,121.7876,118.5700905,121.7876,98.90203985,110.3659601,97.55996223,114.0143105,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,118.4004519,98.22282074,121.7876,99.44657185,121.7876,121.7876,121.7876,121.7876,121.7876,112.157074,121.7876,102.2905399,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,105.8800837,121.7876,114.0130575,109.8168147,116.2195486,101.8294052,109.5085119,115.7871849,121.7876,121.7876,121.7876,108.8915985,110.4908367,101.4127946,121.7876,121.7876,121.7876,121.7876,121.7876,121.7876,99.55969047,121.7876,121.7876,121.7876,121.7876,111.699379,121.7876,109.0862188,111.2612721,118.7399127
