Game.ID,Player.ID,Card.1,Card.2,Card.3,House.Card.1,House.Card.2,House.Card.3,Winner,Emotion,Number.of.Bets,Brainwave.Voltage..ÂµV.,Alpha.Voltage..ÂµV.,Beta.Voltage..ÂµV.,Delta.Voltage..ÂµV.,Gamma.Voltage..ÂµV.,Theta.Voltage..ÂµV.,Hand.Category,Alpha_Voltage,Beta_Voltage,Theta_Voltage,Delta_Voltage,Gamma_Voltage,Inferred_Emotion
46,4,A of Diamonds,J of Clubs,Q of Clubs,2 of Hearts,10 of Diamonds,4 of Hearts,Player,Ambition,7,27.49194113,95.04800147,99.29230662,96.04003928,91.40599896,94.67076667,Bad,79.93814002,96.2233896,72.78889643,73.71940902,74.15546646,Ambition
46,5,2 of Clubs,2 of Hearts,9 of Hearts,2 of Hearts,10 of Diamonds,4 of Hearts,House,Fear,3,49.92988124,114.7484137,119.6894184,116.3927738,116.7208596,117.4192773,Neutral,73.26261421,72.26052256,119.9356954,79.36043432,76.00481723,Fear
46,6,3 of Spades,2 of Hearts,8 of Hearts,2 of Hearts,10 of Diamonds,4 of Hearts,House,Fear,1,42.68010527,117.9303538,116.7154596,113.1347492,118.8664132,117.5890782,Bad,72.83298543,76.66498404,117.5699695,75.88201608,70.59521314,Fear
47,1,J of Hearts,4 of Diamonds,10 of Hearts,2 of Diamonds,A of Hearts,A of Spades,Player,Fear,1,45.02641234,117.6768344,119.9690107,118.2227388,118.4623626,119.5626496,Bad,70.5744349,70.95988255,112.532961,70.17092569,78.93563471,Fear
47,2,7 of Hearts,3 of Diamonds,A of Diamonds,2 of Diamonds,A of Hearts,A of Spades,House,Fear,3,44.68671456,112.360206,115.4795464,116.2251032,113.9634816,118.5546301,Bad,76.9311578,78.59399595,117.0914996,79.22717951,79.36661552,Fear
47,3,A of Clubs,A of Diamonds,7 of Hearts,2 of Diamonds,A of Hearts,A of Spades,Player,Ambition,6,21.42530394,97.86177659,97.48794767,99.97434496,93.33443236,97.61911527,Neutral,75.66197158,99.32601379,71.02477395,77.87012352,70.68621659,Ambition
47,4,8 of Hearts,Q of Spades,9 of Spades,2 of Diamonds,A of Hearts,A of Spades,House,Fear,7,45.01824744,115.9626403,113.8169026,112.4452818,119.0629545,116.3590993,Bad,73.52021161,77.01090652,119.6848285,75.68385142,70.18718863,Fear
47,5,2 of Diamonds,J of Diamonds,5 of Clubs,2 of Diamonds,A of Hearts,A of Spades,House,Fear,6,43.16791269,118.4244045,115.9081049,112.9797937,114.0379393,114.4338496,Bad,78.92345848,78.51410637,111.8474673,77.11946914,77.05118502,Fear
47,6,K of Spades,4 of Hearts,9 of Hearts,2 of Diamonds,A of Hearts,A of Spades,House,Fear,6,47.1320549,119.7564133,111.0506995,119.8709942,119.8241547,119.9653571,Bad,78.67545406,71.60096722,111.1177185,79.69904796,72.18796372,Fear
48,1,7 of Hearts,9 of Diamonds,J of Hearts,J of Clubs,3 of Clubs,8 of Hearts,Player,Ambition,6,26.04457541,95.28929361,99.67428073,94.56039264,91.23664997,93.01912468,Bad,74.41515189,99.17149919,70.13089976,73.47239153,79.56857068,Ambition
48,2,K of Hearts,A of Spades,5 of Hearts,J of Clubs,3 of Clubs,8 of Hearts,Player,Ambition,3,24.78455791,99.5076662,91.12388224,95.91394722,91.6804143,93.57756921,Bad,78.17204519,98.62843229,78.06935194,70.64197515,79.89324559,Ambition
48,3,J of Hearts,8 of Diamonds,4 of Spades,J of Clubs,3 of Clubs,8 of Hearts,House,Ambition,6,25.44595735,91.79283566,98.73575759,96.31963639,99.11895819,97.1951788,Bad,79.99433322,98.10509667,78.28838558,70.603471,72.66588308,Ambition
48,4,10 of Clubs,A of Clubs,9 of Diamonds,J of Clubs,3 of Clubs,8 of Hearts,House,Greed,8,34.73607365,109.7392622,105.5888989,106.7483952,106.1867794,105.3583439,Bad,71.03648393,105.7183808,79.86107197,73.78712025,71.24505145,Greed
48,5,7 of Diamonds,10 of Clubs,5 of Clubs,J of Clubs,3 of Clubs,8 of Hearts,Tie,Cautious,2,42.12498634,88.45959365,86.44525136,88.01312265,87.86363937,81.91045161,Bad,87.48394101,77.35086853,73.24919473,74.65740596,71.98029932,Cautious
48,6,2 of Diamonds,9 of Hearts,10 of Hearts,J of Clubs,3 of Clubs,8 of Hearts,House,Fear,5,50.92756807,116.8514718,112.7968322,116.2498843,117.0969122,119.9751156,Bad,75.95629516,73.87794069,113.5114945,74.66379921,76.2246236,Fear
49,1,Q of Spades,K of Spades,9 of Diamonds,Q of Hearts,4 of Hearts,7 of Hearts,Player,Ambition,1,26.76814385,91.2748778,91.82118155,91.69324027,94.58525158,98.39429525,Bad,71.02973755,91.89360598,77.51635052,75.30845915,77.10675973,Ambition
49,2,4 of Diamonds,5 of Clubs,9 of Spades,Q of Hearts,4 of Hearts,7 of Hearts,House,Fear,1,50.77248778,118.596507,117.6328164,119.0719042,113.9057395,111.7933918,Bad,74.77195908,75.21394212,112.7762937,72.9025547,70.83451735,Fear
49,3,J of Clubs,8 of Spades,5 of Clubs,Q of Hearts,4 of Hearts,7 of Hearts,House,Ambition,5,28.04434575,91.52337725,98.66919448,97.57392665,97.28753775,94.05708705,Bad,71.61612043,98.02250539,77.71397446,74.00535517,70.19479742,Ambition
49,4,5 of Spades,6 of Clubs,7 of Hearts,Q of Hearts,4 of Hearts,7 of Hearts,House,Fear,3,47.98518939,114.4191467,119.6230218,111.5742427,117.9635856,113.7866999,Strong,70.91201897,75.11097573,112.8360614,74.69569759,73.27215636,Fear
49,5,A of Hearts,2 of Diamonds,2 of Hearts,Q of Hearts,4 of Hearts,7 of Hearts,House,Fear,4,44.54546991,111.3514916,117.683131,113.978207,117.4993277,117.3688894,Neutral,75.62292776,70.70181533,116.6425705,79.97615767,72.93058299,Fear
49,6,A of Diamonds,7 of Clubs,10 of Spades,Q of Hearts,4 of Hearts,7 of Hearts,House,Ambition,3,24.88507674,95.81308188,97.99635816,96.22934492,93.57973168,97.60703771,Bad,73.11415456,99.08592311,77.005136,78.04568649,72.08748255,Ambition
50,1,9 of Spades,6 of Spades,5 of Spades,J of Clubs,2 of Diamonds,7 of Diamonds,Tie,Cautious,1,40.03889417,85.89139816,80.12727282,89.01644178,85.45643618,88.68627265,Neutral,88.97065284,74.61845853,75.43346402,72.53814477,74.27271356,Cautious
50,2,3 of Spades,8 of Clubs,K of Spades,J of Clubs,2 of Diamonds,7 of Diamonds,House,Ambition,1,26.0964146,98.94463155,95.00469991,95.56893997,94.74178949,95.04493098,Bad,71.99901083,95.76967837,79.58902936,71.26209022,79.13340785,Ambition
50,3,10 of Spades,Q of Spades,K of Clubs,J of Clubs,2 of Diamonds,7 of Diamonds,Player,Ambition,5,23.93173091,99.05632443,98.09329613,92.13873109,96.49277003,99.96315976,Bad,74.68575184,97.11226153,78.8471994,77.07431948,79.9720102,Ambition
50,4,6 of Spades,J of Spades,5 of Diamonds,J of Clubs,2 of Diamonds,7 of Diamonds,Player,Ambition,6,19.40182786,96.35995631,98.07284463,97.92155326,94.15285773,94.34664372,Bad,74.819249,92.9993993,78.37691428,76.96794469,75.19513482,Ambition
50,5,J of Clubs,K of Diamonds,4 of Diamonds,J of Clubs,2 of Diamonds,7 of Diamonds,House,Ambition,3,22.42837005,97.5166878,95.49985178,96.13513638,97.41615211,97.99817524,Bad,79.23660066,95.81949869,78.10271454,79.51339673,70.30079253,Ambition
50,6,2 of Spades,K of Diamonds,2 of Hearts,J of Clubs,2 of Diamonds,7 of Diamonds,House,Fear,9,51.75031582,113.4436492,112.3211438,113.6261518,115.5678449,114.0792719,Neutral,71.19067838,77.21362109,112.7252277,77.55233718,73.44942088,Fear
51,1,7 of Hearts,3 of Hearts,K of Hearts,10 of Spades,10 of Clubs,9 of Spades,House,Fear,5,48.38713883,116.1152648,111.4811915,115.5877537,114.3118642,115.8120008,Neutral,70.20892375,72.6655417,115.024921,71.4736584,76.52073254,Fear
51,2,A of Clubs,7 of Diamonds,4 of Hearts,10 of Spades,10 of Clubs,9 of Spades,House,Fear,8,47.92596917,114.8028002,113.5580327,119.1369711,112.6628849,117.1322902,Bad,73.57495866,76.99246242,115.1306584,77.01785448,71.90454263,Fear
51,3,A of Spades,Q of Hearts,K of Diamonds,10 of Spades,10 of Clubs,9 of Spades,Player,Ambition,1,21.40577581,99.32180241,95.84802964,98.8876764,92.12366331,95.44409893,Strong,75.77744023,92.80804572,79.12087801,75.52792816,73.73141699,Ambition
51,4,9 of Spades,2 of Clubs,K of Clubs,10 of Spades,10 of Clubs,9 of Spades,House,Fear,5,46.22713893,115.1132275,111.0730693,114.9893161,114.3212678,117.0281885,Bad,76.90196511,70.3969334,117.2813486,70.97463614,71.867534,Fear
51,5,7 of Hearts,4 of Spades,9 of Spades,10 of Spades,10 of Clubs,9 of Spades,House,Fear,3,51.49611063,119.444968,111.7721198,113.9472875,114.9965826,115.0966684,Bad,77.31575854,78.22401483,112.2408557,78.52186741,76.27724916,Fear
51,6,4 of Hearts,3 of Hearts,2 of Clubs,10 of Spades,10 of Clubs,9 of Spades,Player,Fear,1,49.20728021,117.9732875,114.990561,111.2444517,117.3909369,118.9634673,Strong,74.38102518,77.93016166,116.4072741,77.61725881,72.86923836,Fear
52,1,6 of Diamonds,A of Diamonds,8 of Spades,7 of Hearts,3 of Clubs,8 of Hearts,Player,Ambition,4,26.59111093,95.62514241,96.2299767,92.46642795,92.9858135,93.11653215,Bad,74.00617938,94.94213189,71.00697511,73.94815723,78.74194993,Ambition
52,2,9 of Spades,Q of Hearts,5 of Spades,7 of Hearts,3 of Clubs,8 of Hearts,Player,Ambition,5,23.26069489,94.87667777,99.35330699,95.6960629,92.72887881,93.39478962,Bad,79.14362407,97.19819715,73.89723477,76.75195074,74.39723243,Ambition
52,3,5 of Spades,2 of Diamonds,4 of Diamonds,7 of Hearts,3 of Clubs,8 of Hearts,House,Fear,7,48.84512193,114.4561353,116.6093308,114.9602984,114.5320036,116.0825574,Bad,72.42298362,72.36476028,112.3492535,74.29970844,71.29180492,Fear
52,4,A of Diamonds,6 of Spades,2 of Spades,7 of Hearts,3 of Clubs,8 of Hearts,Player,Ambition,1,21.20107675,93.17651495,91.71012945,91.21972883,93.26133247,91.82432831,Bad,76.90961066,93.2006227,71.69970729,76.84446654,74.89796152,Ambition
52,5,2 of Clubs,7 of Diamonds,A of Diamonds,7 of Hearts,3 of Clubs,8 of Hearts,House,Ambition,3,25.77184897,94.02706575,97.95640186,97.44664897,96.49834861,98.67250219,Bad,75.90111615,98.44112937,73.23908953,77.72657946,77.36537955,Ambition
52,6,2 of Diamonds,A of Clubs,9 of Diamonds,7 of Hearts,3 of Clubs,8 of Hearts,Player,Ambition,2,22.993254,93.53860862,98.96548378,94.59315253,94.60803986,94.64816452,Bad,72.62728601,93.91846723,70.81756746,71.20010315,72.05299399,Ambition
53,1,2 of Diamonds,8 of Spades,Q of Hearts,2 of Hearts,A of Hearts,6 of Spades,Tie,Cautious,9,37.03553438,80.98094366,89.75490498,81.38506778,83.40885724,83.1930032,Bad,82.08655531,72.63991616,70.01574423,70.34151932,73.86204122,Cautious
53,2,Q of Clubs,7 of Hearts,9 of Clubs,2 of Hearts,A of Hearts,6 of Spades,House,Greed,10,40.41780511,101.6721149,102.3703412,101.403725,103.6316404,108.7999123,Bad,75.31008312,107.5941603,70.78520707,76.44552046,76.20131591,Greed
53,3,3 of Clubs,9 of Diamonds,J of Diamonds,2 of Hearts,A of Hearts,6 of Spades,Player,Ambition,6,28.08004688,94.05497985,92.11322649,96.81124482,99.96940821,93.09091411,Bad,79.34370571,95.63714055,70.72294334,73.9331977,71.77340852,Ambition
53,4,5 of Spades,2 of Hearts,4 of Diamonds,2 of Hearts,A of Hearts,6 of Spades,House,Fear,10,43.1827132,113.516139,119.7466235,112.6089866,115.6009266,113.1568692,Bad,74.25767846,79.75125764,111.5902459,73.3872038,76.92355601,Fear
53,5,7 of Diamonds,A of Hearts,9 of Spades,2 of Hearts,A of Hearts,6 of Spades,Player,Ambition,3,26.96467304,99.39116708,99.83368913,98.33228062,93.83305434,94.63138728,Bad,75.93941186,97.68882908,75.48870109,76.85710969,76.37944147,Ambition
53,6,9 of Hearts,A of Clubs,8 of Diamonds,2 of Hearts,A of Hearts,6 of Spades,Player,Greed,8,36.84841297,103.1807512,109.0168217,109.2310245,104.769836,106.9087976,Bad,73.25797068,109.7375708,74.53356019,75.87491673,71.74198499,Greed
54,1,10 of Diamonds,A of Hearts,2 of Hearts,7 of Clubs,2 of Diamonds,J of Clubs,House,Greed,8,38.36377641,102.4899786,104.9144231,106.683492,104.4686281,104.2183957,Bad,77.6255176,106.8538123,70.17658438,77.98981741,72.07114235,Greed
54,2,Q of Clubs,J of Hearts,4 of Spades,7 of Clubs,2 of Diamonds,J of Clubs,Player,Ambition,2,18.93637395,91.00899093,98.23864117,99.00403851,99.72517177,97.47344247,Bad,77.58678397,96.65629587,76.85390239,78.47706989,76.54287759,Ambition
54,3,5 of Diamonds,8 of Clubs,10 of Clubs,7 of Clubs,2 of Diamonds,J of Clubs,House,Ambition,6,21.72770144,95.93913081,93.42356068,99.99369528,96.30777569,97.13038665,Bad,78.17516448,97.781406,74.53201971,75.56578161,76.57950566,Ambition
54,4,3 of Spades,9 of Clubs,4 of Spades,7 of Clubs,2 of Diamonds,J of Clubs,House,Fear,7,47.56896216,117.1416555,118.6072662,111.0870528,112.9822225,116.989806,Bad,78.37012828,78.95954975,116.4329339,75.43106325,78.67090678,Fear
54,5,7 of Diamonds,4 of Diamonds,8 of Hearts,7 of Clubs,2 of Diamonds,J of Clubs,House,Fear,2,43.10441051,119.0563116,117.168049,114.7214216,114.2539995,117.6415321,Bad,74.07206773,78.51191716,118.0227906,73.05155746,74.98609454,Fear
54,6,A of Clubs,5 of Spades,8 of Spades,7 of Clubs,2 of Diamonds,J of Clubs,Player,Greed,10,38.83553916,107.6711393,106.4635219,103.6232032,109.3263934,105.9669195,Bad,72.7751495,103.7463404,76.98846652,78.29312915,71.5288926,Greed
55,1,5 of Hearts,8 of Diamonds,7 of Diamonds,5 of Spades,8 of Hearts,A of Diamonds,House,Fear,2,51.81375602,118.1144312,112.9287744,114.0963671,118.8712156,111.4509633,Bad,79.11013822,77.96490394,118.9629542,71.08958051,71.83587875,Fear
55,2,Q of Hearts,6 of Diamonds,Q of Clubs,5 of Spades,8 of Hearts,A of Diamonds,Player,Greed,10,34.97851404,105.6108378,105.3353493,107.7610717,103.5370439,102.9716014,Neutral,78.24970804,109.9975561,77.73634205,73.7792169,78.02200379,Greed
55,3,6 of Spades,J of Spades,8 of Spades,5 of Spades,8 of Hearts,A of Diamonds,House,Fear,1,50.18705701,119.3351955,116.1453869,111.9422061,112.7373255,119.9894345,Neutral,74.4154778,74.64875017,115.2805484,73.71045443,74.75198674,Fear
55,4,J of Hearts,6 of Clubs,9 of Hearts,5 of Spades,8 of Hearts,A of Diamonds,House,Fear,8,46.63936027,112.760481,116.4942796,114.7811527,118.9703919,117.7965173,Bad,71.94028588,76.23074132,111.6277459,73.25167,75.61571948,Fear
55,5,2 of Diamonds,10 of Spades,K of Hearts,5 of Spades,8 of Hearts,A of Diamonds,House,Fear,1,49.09438688,116.3725626,111.0966508,118.9181569,115.0020072,119.3841989,Bad,70.62238878,75.94387126,119.2082315,70.72388809,74.07925301,Fear
55,6,6 of Clubs,A of Clubs,4 of Clubs,5 of Spades,8 of Hearts,A of Diamonds,House,Fear,9,45.14501571,115.4598511,117.2480204,111.6236338,117.7063649,114.0419643,Neutral,74.43589174,78.68134469,113.29791,74.3518934,73.00284217,Fear
56,1,2 of Spades,J of Diamonds,8 of Diamonds,6 of Clubs,6 of Diamonds,5 of Spades,House,Ambition,6,20.31216329,94.16223113,92.0679026,92.32171434,92.67183151,93.95385552,Bad,79.13043158,98.74319136,78.1743653,70.43136618,75.55382322,Ambition
56,2,7 of Spades,2 of Clubs,A of Hearts,6 of Clubs,6 of Diamonds,5 of Spades,Player,Ambition,7,20.32186681,99.02772921,94.31434214,97.51926436,91.74472754,96.31988919,Bad,76.95882713,99.06588688,72.12363278,74.34431097,79.9055955,Ambition
56,3,3 of Diamonds,8 of Hearts,4 of Hearts,6 of Clubs,6 of Diamonds,5 of Spades,House,Fear,10,43.24756919,115.3370211,119.8016215,118.6158699,115.093468,117.9762849,Bad,76.97264908,76.1195067,116.4035986,76.5249663,76.7542002,Fear
56,4,8 of Hearts,3 of Spades,K of Diamonds,6 of Clubs,6 of Diamonds,5 of Spades,Player,Ambition,7,20.57370771,92.73734867,96.06102695,91.6715715,94.13280129,93.03275963,Bad,73.01643662,97.20960091,77.00975425,71.73069396,70.25164468,Ambition
56,5,4 of Diamonds,4 of Clubs,J of Spades,6 of Clubs,6 of Diamonds,5 of Spades,Player,Greed,10,40.56677571,107.4701883,105.4108162,107.7596343,105.6376589,101.77836,Neutral,75.32395602,101.219385,70.14511475,74.72272521,76.54136301,Greed
56,6,J of Diamonds,A of Diamonds,4 of Spades,6 of Clubs,6 of Diamonds,5 of Spades,House,Ambition,3,27.53414678,97.61830885,98.49906338,99.13178103,96.14792751,97.78226823,Bad,77.08293949,93.04651531,75.50979336,77.88801132,79.77694993,Ambition
57,1,2 of Hearts,8 of Spades,6 of Clubs,Q of Clubs,10 of Hearts,Q of Hearts,House,Fear,2,50.68390659,117.768399,112.4017478,112.4779862,111.6379696,113.8792227,Bad,74.28328426,72.54569923,115.7005935,77.63474606,73.45490785,Fear
57,2,J of Hearts,6 of Diamonds,8 of Hearts,Q of Clubs,10 of Hearts,Q of Hearts,House,Fear,9,49.39399283,115.2615773,119.9810807,114.8789401,117.5361833,117.2405732,Bad,74.24786874,75.55447083,117.5768221,79.49297609,71.79927077,Fear
57,3,3 of Spades,K of Clubs,2 of Spades,Q of Clubs,10 of Hearts,Q of Hearts,House,Fear,8,43.64696837,112.8403376,111.5265644,115.9140608,117.3027503,119.9842661,Bad,79.52869199,77.2767418,115.2756193,70.31724594,75.52714407,Fear
57,4,7 of Clubs,4 of Clubs,K of Hearts,Q of Clubs,10 of Hearts,Q of Hearts,House,Fear,10,45.4345242,114.2274995,119.0672811,114.4373921,117.2047054,116.3842764,Bad,77.02532729,78.5399305,111.6353566,77.82915042,74.02742371,Fear
57,5,4 of Diamonds,5 of Spades,5 of Diamonds,Q of Clubs,10 of Hearts,Q of Hearts,Player,Fear,7,45.64071849,111.4768091,111.7054958,111.1868768,114.3375068,117.7122094,Neutral,77.32836484,78.86556492,113.0637706,72.24423551,70.26982546,Fear
57,6,9 of Spades,K of Spades,A of Spades,Q of Clubs,10 of Hearts,Q of Hearts,Player,Greed,9,36.42415133,102.5547985,106.4526767,103.59945,108.1729336,108.1855653,Neutral,79.84446243,104.5080434,72.96440612,73.40625785,76.78888614,Greed
58,1,4 of Hearts,7 of Spades,K of Spades,10 of Spades,A of Spades,6 of Diamonds,House,Fear,4,47.69270633,117.9787306,115.7235016,113.5611004,118.2849964,112.6749051,Bad,71.34941748,76.03134053,114.6846483,73.78152131,72.789536,Fear
58,2,A of Clubs,2 of Spades,3 of Spades,10 of Spades,A of Spades,6 of Diamonds,House,Fear,4,47.89818788,113.6078364,112.6555294,117.0678914,117.1761243,116.8725899,Bad,75.67177224,75.29947238,116.9823633,79.55894202,71.17068444,Fear
58,3,3 of Diamonds,8 of Clubs,Q of Diamonds,10 of Spades,A of Spades,6 of Diamonds,House,Fear,1,46.11150949,114.7404132,111.9015391,119.2005263,115.5695787,114.6627498,Bad,75.78554825,74.25174055,118.1170954,72.75251935,78.45606738,Fear
58,4,A of Clubs,Q of Clubs,Q of Spades,10 of Spades,A of Spades,6 of Diamonds,House,Greed,8,37.46247345,106.299424,102.7351139,102.192939,104.649727,103.0449862,Neutral,71.38903927,107.3934318,72.62860838,75.06767853,71.19352719,Greed
58,5,8 of Hearts,6 of Clubs,K of Diamonds,10 of Spades,A of Spades,6 of Diamonds,House,Fear,3,50.82820571,113.1986127,119.0326034,115.7768326,115.3512216,117.2053163,Bad,75.40808089,71.87485539,114.5236103,71.99630234,75.48124611,Fear
58,6,J of Diamonds,9 of Diamonds,5 of Spades,10 of Spades,A of Spades,6 of Diamonds,House,Fear,7,50.43557822,119.563933,112.0097871,118.5018111,116.2561726,112.3154882,Bad,72.82740599,77.43041243,114.6991887,78.16424871,72.19610144,Fear
59,1,3 of Diamonds,A of Spades,2 of Clubs,3 of Diamonds,3 of Hearts,9 of Spades,Player,Ambition,2,21.79519898,93.67434387,95.34125275,97.2205943,93.18346315,95.81390934,Bad,74.71519399,98.79717862,77.47396107,75.73301498,71.64827464,Ambition
59,2,2 of Diamonds,J of Diamonds,10 of Hearts,3 of Diamonds,3 of Hearts,9 of Spades,Player,Ambition,2,27.8551251,97.16204465,95.03866676,98.76723365,98.82513193,95.23622096,Bad,70.64816575,98.18202981,70.06114154,78.79395368,79.91153604,Ambition
59,3,6 of Hearts,9 of Diamonds,Q of Clubs,3 of Diamonds,3 of Hearts,9 of Spades,House,Ambition,7,28.24539083,99.75633139,91.68026583,91.0302614,94.42601437,96.40987355,Bad,73.73090243,92.33074176,75.13071908,71.6214181,74.99679521,Ambition
59,4,K of Clubs,Q of Clubs,8 of Spades,3 of Diamonds,3 of Hearts,9 of Spades,Player,Ambition,6,21.98466608,96.66280142,95.28801163,92.12394982,92.5344777,98.66933185,Bad,77.41481095,94.57664796,78.17247263,77.50882792,79.93021261,Ambition
59,5,5 of Clubs,J of Hearts,5 of Spades,3 of Diamonds,3 of Hearts,9 of Spades,Player,Ambition,3,22.26149015,98.81120019,97.06508684,96.97796175,96.37913915,92.82633297,Neutral,70.52563191,94.45050139,72.42395424,73.1652505,72.54307439,Ambition
59,6,J of Hearts,3 of Spades,A of Diamonds,3 of Diamonds,3 of Hearts,9 of Spades,House,Greed,9,38.9809234,104.8542563,107.2630519,105.8352704,101.167223,109.5820113,Bad,73.38872631,102.1128265,75.84648062,73.09533833,73.85006884,Greed
60,1,9 of Diamonds,K of Clubs,K of Diamonds,3 of Clubs,6 of Hearts,3 of Spades,Player,Greed,10,43.33578999,108.6033445,103.3449051,106.5481304,109.3091545,101.8640991,Neutral,73.30846127,103.7123845,70.99611773,71.2297643,75.21292231,Greed
60,2,Q of Hearts,J of Clubs,3 of Spades,3 of Clubs,6 of Hearts,3 of Spades,House,Ambition,6,27.480435,95.52726533,95.10618723,94.69184505,98.52029748,94.42581532,Bad,70.21823875,95.57816435,77.27895796,78.19743942,74.48921178,Ambition
60,3,8 of Diamonds,8 of Spades,2 of Spades,3 of Clubs,6 of Hearts,3 of Spades,Player,Greed,10,34.95026149,101.57297,101.5925397,101.3847015,104.6823088,107.4656565,Neutral,75.57690429,105.4398278,78.95891663,71.07058068,77.87011978,Greed
60,4,10 of Hearts,4 of Spades,8 of Spades,3 of Clubs,6 of Hearts,3 of Spades,Player,Greed,10,37.8518893,102.8335022,106.8182167,107.1837962,103.2968191,106.4050189,Bad,79.07156182,104.8811639,75.40880208,73.51081259,78.15863451,Greed
60,5,7 of Diamonds,3 of Spades,5 of Spades,3 of Clubs,6 of Hearts,3 of Spades,House,Ambition,6,24.25095256,97.16381506,95.19952261,94.03044938,96.57236396,99.80062379,Bad,73.58432191,93.74438028,73.8219655,74.93601603,76.98011022,Ambition
60,6,3 of Spades,5 of Spades,J of Spades,3 of Clubs,6 of Hearts,3 of Spades,Player,Ambition,1,23.74856539,94.84157268,94.52561587,95.17840212,91.68596554,95.97846952,Neutral,75.98243438,99.70325507,72.58574183,71.80637923,73.70811305,Ambition
61,1,6 of Diamonds,4 of Clubs,Q of Spades,9 of Diamonds,9 of Hearts,8 of Diamonds,Player,Fear,4,44.48128041,113.9582765,112.0927991,115.1963107,111.0304559,114.6160672,Bad,79.95573809,71.27247662,114.3958301,70.85280816,72.6803446,Fear
61,2,10 of Hearts,J of Diamonds,J of Clubs,9 of Diamonds,9 of Hearts,8 of Diamonds,Player,Greed,10,42.51274957,101.9516174,101.2186343,108.4202754,109.2462392,102.8690718,Neutral,77.24369244,102.7214946,75.98445034,72.6875737,73.06232612,Greed
61,3,Q of Diamonds,10 of Diamonds,5 of Hearts,9 of Diamonds,9 of Hearts,8 of Diamonds,Player,Ambition,6,25.48664849,95.85368437,93.50162341,95.44219695,94.92968189,93.4214595,Bad,75.84294039,93.62184195,76.46686591,73.23437337,72.28002147,Ambition
61,4,K of Clubs,4 of Diamonds,A of Clubs,9 of Diamonds,9 of Hearts,8 of Diamonds,House,Ambition,6,27.09632441,97.30354222,92.13841863,91.47765504,97.9090789,96.99337028,Bad,71.7075432,98.86430672,78.4866999,72.11190394,71.62569452,Ambition
61,5,Q of Hearts,5 of Hearts,5 of Spades,9 of Diamonds,9 of Hearts,8 of Diamonds,House,Fear,5,51.13029253,115.4867351,115.2101079,115.4767024,114.9332167,114.5360307,Neutral,74.78577162,73.93098528,118.9479849,78.68954872,71.93282975,Fear
61,6,3 of Diamonds,5 of Clubs,7 of Diamonds,9 of Diamonds,9 of Hearts,8 of Diamonds,House,Fear,1,50.02620827,115.4972154,115.7566365,117.2271208,117.4008644,114.3986617,Bad,76.19050344,71.5369213,112.6608167,73.10129237,74.90466787,Fear
62,1,5 of Hearts,4 of Spades,5 of Spades,K of Clubs,K of Diamonds,J of Diamonds,House,Fear,8,46.93475575,114.7218647,114.3632745,115.828822,115.0801818,119.0063682,Neutral,78.82731868,73.02562508,116.5753756,75.08313526,73.32327137,Fear
62,2,4 of Spades,8 of Spades,A of Clubs,K of Clubs,K of Diamonds,J of Diamonds,House,Fear,5,48.64811728,117.2672514,119.0879075,117.3822329,119.7389293,116.721631,Bad,78.15468314,78.27743677,117.9433492,76.31091192,76.15654113,Fear
62,3,2 of Clubs,4 of Clubs,3 of Hearts,K of Clubs,K of Diamonds,J of Diamonds,House,Fear,5,44.14630379,119.6719512,112.423529,111.4722991,116.2121267,119.8514389,Strong,70.41997331,76.06023591,118.0259469,78.35710018,78.08731198,Fear
62,4,4 of Spades,A of Spades,9 of Spades,K of Clubs,K of Diamonds,J of Diamonds,House,Fear,7,49.27910391,114.7584472,112.9083903,115.693873,116.8391876,113.8366083,Neutral,73.65772547,76.81055068,112.0782177,78.15673131,73.02958314,Fear
62,5,6 of Hearts,2 of Clubs,J of Diamonds,K of Clubs,K of Diamonds,J of Diamonds,House,Fear,4,44.33518229,117.4329242,119.7760306,119.0726681,113.6242684,113.9405131,Bad,78.71728082,71.89229928,118.512239,78.12101821,75.9714744,Fear
62,6,2 of Hearts,5 of Spades,J of Diamonds,K of Clubs,K of Diamonds,J of Diamonds,House,Fear,6,49.48214564,114.343871,114.550975,111.9028755,117.8576656,114.2880534,Bad,71.69799712,76.20488961,116.8759061,73.39360418,77.53788785,Fear
63,1,9 of Clubs,9 of Diamonds,6 of Spades,3 of Clubs,A of Hearts,7 of Hearts,Tie,Cautious,4,34.90606084,88.79819977,89.26940623,80.24431309,89.8850307,87.10022732,Neutral,80.99798286,71.98805094,76.77915916,76.23678808,75.90045745,Cautious
63,2,Q of Hearts,8 of Spades,J of Spades,3 of Clubs,A of Hearts,7 of Hearts,House,Ambition,3,19.89275367,95.68353003,94.50574848,95.66666319,93.92162252,96.60419032,Bad,77.47949451,94.70581602,75.61172302,72.8977467,77.72787749,Ambition
63,3,7 of Clubs,K of Clubs,6 of Diamonds,3 of Clubs,A of Hearts,7 of Hearts,Player,Ambition,7,20.37008557,91.83682249,96.59010343,93.47810365,91.15871346,95.9743519,Bad,75.50736216,94.11637554,72.1542368,77.00244142,78.63101094,Ambition
63,4,8 of Clubs,4 of Clubs,10 of Diamonds,3 of Clubs,A of Hearts,7 of Hearts,House,Fear,8,42.56257109,116.2060298,114.839121,111.6505761,119.0400866,116.5028773,Bad,71.97025175,73.05302248,111.3086984,71.62482158,78.94830731,Fear
